"Employee_ID";"First_Name";"Last_Name";"Age";"Status";"Join_Date";"Salary";"Email";"Phone";"Performance_Score";"Remote_Work";"Department";"Region"
"EMP1172";"Eva";"Williams";"";"Active";"2023-03-29";85518.88;"eva.williams@example.com";"+1-816470899";"Excellent";"FALSE";"HR";"California"
"EMP1173";"Heidi";"Brown";"30";"Pending";"2022-01-22";58041.97;"heidi.brown@example.com";"+1-6335331059";"Poor";"TRUE";"Cloud Tech";"California"
"EMP1174";"David";"Garcia";"40";"Pending";"2023-10-14";94988.94;"david.garcia@example.com";"+1-531312205";"Good";"FALSE";"Sales";"Illinois"
"EMP1175";"Eva";"Miller";"25";"Pending";"2024-04-10";71628.93;"eva.miller@example.com";"+1-8155839385";"Excellent";"FALSE";"Admin";"California"
"EMP1176";"Alice";"Williams";"30";"Pending";"2022-03-31";54870.98;"alice.williams@example.com";"+1-6133155205";"Good";"FALSE";"Admin";"Illinois"
"EMP1177";"Alice";"Williams";"25";"Active";"2022-02-09";79388.27;"alice.williams@example.com";"+1-5063731494";"Average";"TRUE";"DevOps";"Illinois"
"EMP1178";"Frank";"Smith";"35";"Pending";"2023-05-06";55946.99;"frank.smith@example.com";"+1-136497188";"Average";"FALSE";"DevOps";"California"
"EMP1179";"Charlie";"Williams";"";"Active";"2021-07-11";81017.91;"charlie.williams@example.com";"+1-2419562524";"Excellent";"TRUE";"Cloud Tech";"Nevada"
"EMP1180";"Heidi";"Jones";"40";"Pending";"2020-08-21";74162.1;"heidi.jones@example.com";"+1-7150997682";"Excellent";"FALSE";"HR";"New York"
"EMP1181";"Heidi";"Davis";"";"Active";"2021-03-27";77668.44;"heidi.davis@example.com";"+1-8903091435";"Good";"TRUE";"DevOps";"California"
"EMP1182";"Alice";"Miller";"30";"Active";"2024-04-14";67886.37;"alice.miller@example.com";"+1-3910257431";"Poor";"FALSE";"HR";"New York"
"EMP1183";"Alice";"Williams";"40";"Active";"2020-09-21";76614.52;"alice.williams@example.com";"+1-6303975244";"Good";"TRUE";"DevOps";"Florida"
"EMP1184";"Frank";"Smith";"25";"Active";"2022-06-12";51311.91;"frank.smith@example.com";"+1-864035532";"Excellent";"FALSE";"Finance";"Nevada"
"EMP1185";"Frank";"Jones";"";"Inactive";"2023-12-24";94809.92;"frank.jones@example.com";"+1-8033968526";"Good";"TRUE";"Finance";"Illinois"
"EMP1186";"Grace";"Johnson";"25";"Pending";"2022-07-31";108241.81;"grace.johnson@example.com";"+1-171302320";"Excellent";"TRUE";"HR";"New York"
"EMP1187";"Bob";"Davis";"40";"Inactive";"2023-04-21";78031.49;"bob.davis@example.com";"+1-2983381673";"Good";"TRUE";"Cloud Tech";"New York"
"EMP1188";"Eva";"Davis";"35";"Active";"2020-06-05";85733.83;"eva.davis@example.com";"+1-2336293448";"Excellent";"TRUE";"Admin";"California"
"EMP1189";"David";"Miller";"35";"Pending";"2024-07-27";60338.29;"david.miller@example.com";"+1-7347156626";"Excellent";"FALSE";"HR";"Nevada"
"EMP1190";"Eva";"Davis";"30";"Active";"2024-04-05";103140.67;"eva.davis@example.com";"+1-7689627065";"Excellent";"FALSE";"Admin";"Illinois"
"EMP1191";"Heidi";"Williams";"40";"Inactive";"2023-10-26";114690.8;"heidi.williams@example.com";"+1-1498282466";"Poor";"TRUE";"Sales";"Illinois"
"EMP1192";"Frank";"Smith";"35";"Active";"2022-08-18";80954.56;"frank.smith@example.com";"+1-4746897151";"Good";"FALSE";"Admin";"Florida"
"EMP1193";"Eva";"Davis";"";"Pending";"2020-05-31";71728.55;"eva.davis@example.com";"+1-7323008575";"Good";"TRUE";"Cloud Tech";"California"
"EMP1194";"Alice";"Davis";"35";"Pending";"2024-11-04";118415.8;"alice.davis@example.com";"+1-6656749159";"Good";"TRUE";"HR";"Texas"
"EMP1195";"Grace";"Johnson";"40";"Pending";"2020-03-25";81481.36;"grace.johnson@example.com";"+1-1692364586";"Excellent";"FALSE";"Sales";"Illinois"
"EMP1196";"David";"Johnson";"35";"Pending";"2020-11-04";117040.57;"david.johnson@example.com";"+1-5066337049";"Good";"TRUE";"Sales";"Florida"
"EMP1197";"Frank";"Brown";"25";"Active";"2020-03-21";67342.06;"frank.brown@example.com";"+1-2497243991";"Good";"TRUE";"Sales";"Nevada"
"EMP1198";"Heidi";"Jones";"";"Active";"2022-01-15";76099.64;"heidi.jones@example.com";"+1-116691835";"Excellent";"FALSE";"Sales";"Illinois"
"EMP1199";"Grace";"Williams";"35";"Active";"2024-06-04";94162.06;"grace.williams@example.com";"+1-2644886945";"Average";"TRUE";"DevOps";"Illinois"
"EMP1200";"Frank";"Davis";"25";"Inactive";"2021-08-04";67639.7;"frank.davis@example.com";"+1-1195243639";"Excellent";"TRUE";"Sales";"Nevada"
"EMP1201";"Charlie";"Garcia";"35";"Pending";"2020-10-16";114172.25;"charlie.garcia@example.com";"+1-2701168645";"Good";"TRUE";"Cloud Tech";"Illinois"
"EMP1202";"Grace";"Davis";"30";"Active";"2021-09-26";89124.54;"grace.davis@example.com";"+1-2252237280";"Excellent";"TRUE";"Sales";"Nevada"
"EMP1203";"Frank";"Smith";"30";"Pending";"2023-11-04";113871.36;"frank.smith@example.com";"+1-7932302345";"Average";"FALSE";"DevOps";"Nevada"
"EMP1204";"Grace";"Brown";"";"Inactive";"2021-09-24";62618.4;"grace.brown@example.com";"+1-7912141613";"Excellent";"FALSE";"HR";"Texas"
"EMP1205";"Heidi";"Jones";"30";"Active";"2020-06-07";70705.45;"heidi.jones@example.com";"+1-1509377099";"Good";"FALSE";"Admin";"New York"
"EMP1206";"Alice";"Garcia";"35";"Pending";"2022-02-10";60797.69;"alice.garcia@example.com";"+1-4090138068";"Average";"TRUE";"Sales";"New York"
"EMP1207";"Charlie";"Brown";"40";"Inactive";"2023-10-17";100371.0;"charlie.brown@example.com";"+1-8477596554";"Poor";"TRUE";"Cloud Tech";"Florida"
"EMP1208";"Eva";"Miller";"40";"Active";"2021-09-25";117591.76;"eva.miller@example.com";"+1-5356690550";"Good";"FALSE";"Admin";"Illinois"
"EMP1209";"David";"Jones";"35";"Inactive";"2022-08-03";103860.7;"david.jones@example.com";"+1-762091842";"Average";"TRUE";"DevOps";"Illinois"
"EMP1210";"Grace";"Davis";"30";"Active";"2024-11-22";67500.22;"grace.davis@example.com";"+1-5797863049";"Average";"TRUE";"Admin";"Illinois"
"EMP1211";"Frank";"Davis";"";"Pending";"2024-10-09";58727.44;"frank.davis@example.com";"+1-5057397690";"Poor";"TRUE";"Cloud Tech";"Nevada"
"EMP1212";"Charlie";"Jones";"35";"Active";"2024-08-28";80623.08;"charlie.jones@example.com";"+1-5671649327";"Excellent";"TRUE";"Finance";"Illinois"
"EMP1213";"David";"Davis";"40";"Inactive";"2020-04-19";77751.78;"david.davis@example.com";"+1-9802714871";"Excellent";"FALSE";"HR";"Texas"
"EMP1214";"Grace";"Williams";"25";"Active";"2021-10-14";115157.81;"grace.williams@example.com";"+1-7178333210";"Good";"FALSE";"HR";"New York"
"EMP1215";"Frank";"Jones";"30";"Inactive";"2024-08-26";83071.85;"frank.jones@example.com";"+1-6025643470";"Poor";"FALSE";"Admin";"Texas"
"EMP1216";"Heidi";"Brown";"40";"Active";"2020-02-08";67914.67;"heidi.brown@example.com";"+1-2871539914";"Excellent";"TRUE";"Sales";"Texas"
"EMP1217";"Grace";"Jones";"25";"Inactive";"2020-09-06";53342.46;"grace.jones@example.com";"+1-6686334140";"Poor";"FALSE";"HR";"New York"
"EMP1218";"Heidi";"Garcia";"25";"Pending";"2023-01-02";51150.47;"heidi.garcia@example.com";"+1-1159319524";"Excellent";"FALSE";"Cloud Tech";"Florida"
"EMP1219";"David";"Davis";"30";"Active";"2023-06-13";74697.12;"david.davis@example.com";"+1-6904098365";"Average";"TRUE";"HR";"Florida"
"EMP1220";"Charlie";"Williams";"25";"Active";"2022-12-13";88085.74;"charlie.williams@example.com";"+1-5528993159";"Excellent";"TRUE";"Sales";"California"
"EMP1221";"Alice";"Williams";"40";"Pending";"2022-03-03";118672.76;"alice.williams@example.com";"+1-8752437728";"Poor";"FALSE";"Finance";"Texas"
"EMP1222";"Alice";"Miller";"35";"Active";"2024-02-10";95997.31;"alice.miller@example.com";"+1-4209548148";"Average";"FALSE";"Cloud Tech";"California"
"EMP1223";"Frank";"Brown";"30";"Pending";"2021-11-24";106945.62;"frank.brown@example.com";"+1-7374605232";"Average";"FALSE";"Cloud Tech";"California"
"EMP1224";"Heidi";"Johnson";"40";"Active";"2020-05-09";100123.15;"heidi.johnson@example.com";"+1-276420864";"Average";"FALSE";"DevOps";"New York"
"EMP1225";"Alice";"Johnson";"35";"Active";"2024-12-19";52933.42;"alice.johnson@example.com";"+1-6756618442";"Poor";"TRUE";"Admin";"Texas"
"EMP1226";"Grace";"Jones";"";"Active";"2024-03-22";95283.03;"grace.jones@example.com";"+1-8612590471";"Good";"FALSE";"Finance";"California"
"EMP1227";"Alice";"Miller";"35";"Inactive";"2022-06-13";112264.06;"alice.miller@example.com";"+1-9277423329";"Good";"FALSE";"HR";"Texas"
"EMP1228";"Grace";"Smith";"35";"Pending";"2022-10-15";75714.28;"grace.smith@example.com";"+1-5912662014";"Good";"TRUE";"Admin";"Florida"
"EMP1229";"Eva";"Jones";"25";"Active";"2022-05-31";92171.73;"eva.jones@example.com";"+1-7201859625";"Poor";"FALSE";"DevOps";"Florida"
"EMP1230";"Eva";"Miller";"35";"Inactive";"2023-09-15";70694.8;"eva.miller@example.com";"+1-3013674925";"Average";"TRUE";"Cloud Tech";"Texas"
"EMP1231";"Grace";"Brown";"30";"Inactive";"2022-07-04";52964.86;"grace.brown@example.com";"+1-1764750110";"Good";"TRUE";"DevOps";"Florida"
"EMP1232";"Frank";"Brown";"";"Pending";"2024-06-08";116353.31;"frank.brown@example.com";"+1-1783099973";"Poor";"TRUE";"Finance";"California"
"EMP1233";"Grace";"Brown";"35";"Pending";"2020-11-23";116695.26;"grace.brown@example.com";"+1-1926764920";"Good";"FALSE";"Sales";"Nevada"
"EMP1234";"Heidi";"Brown";"25";"Active";"2024-05-13";95161.4;"heidi.brown@example.com";"+1-5182606887";"Excellent";"FALSE";"Admin";"Texas"
"EMP1235";"Alice";"Brown";"";"Inactive";"2022-01-29";76040.94;"alice.brown@example.com";"+1-7189813128";"Good";"TRUE";"Admin";"Nevada"
"EMP1236";"Charlie";"Miller";"";"Inactive";"2023-08-23";69508.28;"charlie.miller@example.com";"+1-2087510292";"Good";"FALSE";"HR";"Florida"
"EMP1237";"Alice";"Miller";"30";"Inactive";"2023-02-24";58243.27;"alice.miller@example.com";"+1-2184011844";"Average";"FALSE";"Finance";"Illinois"
"EMP1238";"Heidi";"Williams";"30";"Pending";"2022-10-02";64012.48;"heidi.williams@example.com";"+1-8260340847";"Poor";"TRUE";"Sales";"California"
"EMP1239";"Bob";"Garcia";"40";"Inactive";"2020-06-28";106735.93;"bob.garcia@example.com";"+1-7297585987";"Average";"TRUE";"Admin";"Nevada"
"EMP1240";"Frank";"Johnson";"35";"Pending";"2023-01-15";70325.36;"frank.johnson@example.com";"+1-3103032431";"Average";"FALSE";"DevOps";"Texas"
"EMP1241";"Charlie";"Davis";"30";"Active";"2020-09-05";118959.28;"charlie.davis@example.com";"+1-9839542960";"Average";"TRUE";"HR";"Illinois"
"EMP1242";"David";"Brown";"40";"Pending";"2023-03-18";75823.78;"david.brown@example.com";"+1-8446267145";"Average";"FALSE";"Cloud Tech";"California"
"EMP1243";"Charlie";"Smith";"";"Inactive";"2022-03-26";119971.65;"charlie.smith@example.com";"+1-2831435988";"Average";"FALSE";"Cloud Tech";"Texas"
"EMP1244";"Grace";"Davis";"40";"Active";"2021-10-11";94963.7;"grace.davis@example.com";"+1-2625660930";"Good";"FALSE";"Sales";"Texas"
"EMP1245";"Frank";"Miller";"30";"Pending";"2021-01-07";103744.71;"frank.miller@example.com";"+1-4181861514";"Average";"FALSE";"Sales";"Nevada"
"EMP1246";"Alice";"Smith";"25";"Inactive";"2020-12-03";61337.69;"alice.smith@example.com";"+1-5423401635";"Average";"TRUE";"Sales";"New York"
"EMP1247";"David";"Smith";"35";"Active";"2021-05-28";63741.13;"david.smith@example.com";"+1-1128497184";"Poor";"TRUE";"Sales";"California"
"EMP1248";"Eva";"Smith";"30";"Pending";"2022-12-28";56539.99;"eva.smith@example.com";"+1-9484910255";"Excellent";"TRUE";"DevOps";"California"
"EMP1249";"Charlie";"Williams";"30";"Pending";"2023-05-24";73633.37;"charlie.williams@example.com";"+1-2588967923";"Good";"TRUE";"DevOps";"Illinois"
"EMP1250";"Alice";"Miller";"25";"Pending";"2024-04-28";90373.99;"alice.miller@example.com";"+1-822269404";"Good";"FALSE";"Cloud Tech";"Texas"
"EMP1251";"Grace";"Smith";"";"Inactive";"2024-12-25";93901.48;"grace.smith@example.com";"+1-3967275783";"Good";"FALSE";"DevOps";"Texas"
"EMP1252";"Eva";"Brown";"40";"Inactive";"2021-09-01";81748.09;"eva.brown@example.com";"+1-4683414650";"Average";"TRUE";"Admin";"Nevada"
"EMP1253";"Charlie";"Jones";"40";"Inactive";"2021-02-21";73813.48;"charlie.jones@example.com";"+1-1131290147";"Average";"FALSE";"Finance";"Florida"
"EMP1254";"Frank";"Smith";"35";"Inactive";"2022-11-20";89315.59;"frank.smith@example.com";"+1-7068277880";"Average";"FALSE";"Finance";"New York"
"EMP1255";"Heidi";"Williams";"25";"Active";"2020-10-15";56776.82;"heidi.williams@example.com";"+1-6093068537";"Poor";"FALSE";"HR";"Florida"
"EMP1256";"Grace";"Davis";"";"Active";"2024-07-24";72920.51;"grace.davis@example.com";"+1-9097283214";"Excellent";"TRUE";"Finance";"New York"
"EMP1257";"Frank";"Miller";"30";"Pending";"2022-08-14";84913.18;"frank.miller@example.com";"+1-2850676250";"Average";"TRUE";"Admin";"Florida"
"EMP1258";"Alice";"Garcia";"25";"Inactive";"2021-05-08";65060.11;"alice.garcia@example.com";"+1-5381447442";"Excellent";"TRUE";"Finance";"Illinois"
"EMP1259";"Alice";"Williams";"35";"Pending";"2023-10-09";82941.08;"alice.williams@example.com";"+1-963480796";"Poor";"FALSE";"Finance";"Illinois"
"EMP1260";"Bob";"Smith";"40";"Pending";"2022-01-19";103469.97;"bob.smith@example.com";"+1-509754509";"Good";"TRUE";"Admin";"California"
"EMP1261";"Grace";"Miller";"25";"Active";"2022-01-12";88725.6;"grace.miller@example.com";"+1-5265016730";"Average";"TRUE";"Sales";"Illinois"
"EMP1262";"Heidi";"Jones";"";"Pending";"2023-06-05";58316.77;"heidi.jones@example.com";"+1-8826170242";"Excellent";"TRUE";"HR";"Illinois"
"EMP1263";"Grace";"Smith";"35";"Inactive";"2024-03-26";60098.72;"grace.smith@example.com";"+1-7654562840";"Excellent";"TRUE";"HR";"Illinois"
"EMP1264";"Grace";"Williams";"";"Active";"2020-10-07";99951.43;"grace.williams@example.com";"+1-7722560530";"Average";"TRUE";"Cloud Tech";"Texas"
"EMP1265";"Heidi";"Johnson";"30";"Active";"2021-11-02";115195.81;"heidi.johnson@example.com";"+1-3402665022";"Good";"TRUE";"Sales";"Illinois"
"EMP1266";"Grace";"Brown";"";"Pending";"2021-11-19";85512.05;"grace.brown@example.com";"+1-7416787255";"Good";"FALSE";"DevOps";"California"
"EMP1267";"Heidi";"Garcia";"";"Active";"2022-01-24";73186.77;"heidi.garcia@example.com";"+1-8621102257";"Good";"FALSE";"HR";"Florida"
"EMP1268";"Grace";"Davis";"";"Pending";"2023-07-12";51865.3;"grace.davis@example.com";"+1-305690673";"Poor";"TRUE";"HR";"Nevada"
"EMP1269";"David";"Williams";"25";"Active";"2022-12-09";94031.77;"david.williams@example.com";"+1-4716392822";"Excellent";"TRUE";"Sales";"Florida"
"EMP1270";"Grace";"Miller";"30";"Active";"2023-03-18";116374.36;"grace.miller@example.com";"+1-4143637188";"Excellent";"FALSE";"DevOps";"New York"
"EMP1271";"Alice";"Garcia";"40";"Active";"2022-04-25";98335.02;"alice.garcia@example.com";"+1-2392312603";"Excellent";"FALSE";"HR";"Florida"
"EMP1272";"Heidi";"Garcia";"25";"Pending";"2021-02-28";89262.07;"heidi.garcia@example.com";"+1-3260931065";"Poor";"TRUE";"DevOps";"New York"
"EMP1273";"Heidi";"Garcia";"";"Active";"2022-07-30";113848.69;"heidi.garcia@example.com";"+1-8433567085";"Excellent";"TRUE";"Finance";"California"
"EMP1274";"Frank";"Smith";"35";"Active";"2021-05-19";69530.45;"frank.smith@example.com";"+1-414545634";"Poor";"TRUE";"Sales";"Florida"
"EMP1275";"Eva";"Brown";"35";"Pending";"2023-12-14";84230.22;"eva.brown@example.com";"+1-200053473";"Good";"TRUE";"DevOps";"New York"
"EMP1276";"Eva";"Smith";"35";"Pending";"2023-01-17";76578.59;"eva.smith@example.com";"+1-9162475540";"Average";"FALSE";"Cloud Tech";"Illinois"
"EMP1277";"Frank";"Miller";"30";"Inactive";"2024-01-02";55532.06;"frank.miller@example.com";"+1-1082555988";"Excellent";"TRUE";"HR";"Texas"
"EMP1278";"Eva";"Smith";"40";"Pending";"2021-07-09";115311.68;"eva.smith@example.com";"+1-5343961128";"Excellent";"TRUE";"Admin";"New York"
"EMP1279";"Charlie";"Johnson";"25";"Pending";"2021-05-05";66972.06;"charlie.johnson@example.com";"+1-1093371188";"Good";"TRUE";"Sales";"Nevada"
"EMP1280";"David";"Brown";"30";"Inactive";"2021-11-07";100215.06;"david.brown@example.com";"+1-5473820235";"Average";"TRUE";"Cloud Tech";"Texas"
"EMP1281";"Charlie";"Brown";"25";"Inactive";"2023-08-30";115452.25;"charlie.brown@example.com";"+1-8485571616";"Poor";"FALSE";"Sales";"New York"
"EMP1282";"Heidi";"Miller";"30";"Inactive";"2023-08-15";54141.38;"heidi.miller@example.com";"+1-6880294239";"Average";"FALSE";"HR";"California"
"EMP1283";"David";"Davis";"";"Active";"2020-12-24";79251.95;"david.davis@example.com";"+1-9036788126";"Good";"FALSE";"DevOps";"Nevada"
"EMP1284";"Alice";"Johnson";"40";"Pending";"2024-11-21";114822.78;"alice.johnson@example.com";"+1-8686694319";"Good";"TRUE";"Finance";"New York"
"EMP1285";"Alice";"Williams";"35";"Active";"2021-11-17";69919.32;"alice.williams@example.com";"+1-2939087883";"Average";"TRUE";"Sales";"Illinois"
"EMP1286";"Heidi";"Smith";"30";"Inactive";"2021-01-29";106616.97;"heidi.smith@example.com";"+1-4344812307";"Poor";"FALSE";"Sales";"Florida"
"EMP1287";"Heidi";"Jones";"35";"Active";"2024-02-17";73597.85;"heidi.jones@example.com";"+1-3402424032";"Poor";"TRUE";"DevOps";"New York"
"EMP1288";"David";"Smith";"30";"Inactive";"2024-08-20";79939.23;"david.smith@example.com";"+1-8105955183";"Excellent";"TRUE";"Sales";"Nevada"
"EMP1289";"Grace";"Garcia";"25";"Inactive";"2021-10-24";0.0;"grace.garcia@example.com";"+1-2694500533";"Poor";"FALSE";"Admin";"New York"
"EMP1290";"Grace";"Smith";"30";"Inactive";"2021-09-10";90772.25;"grace.smith@example.com";"+1-2408916497";"Average";"FALSE";"Finance";"California"
"EMP1291";"Eva";"Williams";"35";"Active";"2023-09-29";58275.74;"eva.williams@example.com";"+1-3735439626";"Good";"FALSE";"DevOps";"New York"
"EMP1292";"Grace";"Smith";"";"Pending";"2020-08-28";94709.79;"grace.smith@example.com";"+1-3652717271";"Excellent";"FALSE";"DevOps";"California"
"EMP1293";"Frank";"Johnson";"";"Active";"2022-09-06";60722.99;"frank.johnson@example.com";"+1-2397240421";"Excellent";"TRUE";"Admin";"New York"
"EMP1294";"Frank";"Johnson";"40";"Inactive";"2024-03-31";87626.24;"frank.johnson@example.com";"+1-6931216375";"Good";"TRUE";"DevOps";"Illinois"
"EMP1295";"David";"Brown";"30";"Active";"2022-12-12";81272.36;"david.brown@example.com";"+1-1820916600";"Poor";"FALSE";"DevOps";"Illinois"
"EMP1296";"Bob";"Miller";"";"Pending";"2022-11-01";64150.97;"bob.miller@example.com";"+1-23142899";"Good";"TRUE";"Cloud Tech";"Texas"
"EMP1297";"Charlie";"Davis";"35";"Active";"2023-10-25";64378.1;"charlie.davis@example.com";"+1-1851327971";"Poor";"FALSE";"Sales";"Florida"
"EMP1298";"Bob";"Jones";"";"Inactive";"2020-09-27";85927.35;"bob.jones@example.com";"+1-4572308480";"Good";"FALSE";"Finance";"Texas"
"EMP1299";"Alice";"Garcia";"";"Inactive";"2024-01-21";51523.93;"alice.garcia@example.com";"+1-18418619";"Average";"TRUE";"Finance";"Nevada"
"EMP1300";"Alice";"Smith";"30";"Active";"2022-05-17";74117.02;"alice.smith@example.com";"+1-3036625435";"Poor";"FALSE";"Sales";"Texas"
"EMP1301";"Alice";"Smith";"25";"Inactive";"2022-04-17";62598.69;"alice.smith@example.com";"+1-1721314518";"Average";"TRUE";"Finance";"Texas"
"EMP1302";"Grace";"Williams";"35";"Inactive";"2022-02-08";55617.5;"grace.williams@example.com";"+1-5151092267";"Excellent";"TRUE";"Finance";"Florida"
"EMP1303";"Charlie";"Miller";"35";"Pending";"2022-03-15";87018.98;"charlie.miller@example.com";"+1-5926249450";"Good";"TRUE";"Cloud Tech";"New York"
"EMP1304";"David";"Johnson";"25";"Inactive";"2023-10-11";100336.58;"david.johnson@example.com";"+1-4754102251";"Excellent";"TRUE";"Cloud Tech";"California"
"EMP1305";"Grace";"Jones";"30";"Inactive";"2020-11-13";69295.48;"grace.jones@example.com";"+1-6771196420";"Excellent";"FALSE";"Admin";"Florida"
"EMP1306";"Bob";"Brown";"25";"Pending";"2024-04-17";115536.66;"bob.brown@example.com";"+1-5226557675";"Excellent";"TRUE";"DevOps";"Florida"
"EMP1307";"David";"Johnson";"30";"Pending";"2020-03-09";81250.87;"david.johnson@example.com";"+1-9523668787";"Excellent";"FALSE";"Cloud Tech";"Texas"
"EMP1308";"Alice";"Garcia";"30";"Inactive";"2022-06-17";66403.75;"alice.garcia@example.com";"+1-7883619688";"Good";"FALSE";"DevOps";"Texas"
"EMP1309";"Alice";"Miller";"30";"Active";"2024-07-28";114147.79;"alice.miller@example.com";"+1-3135030586";"Excellent";"FALSE";"Sales";"California"
"EMP1310";"Frank";"Garcia";"30";"Pending";"2022-12-03";65472.99;"frank.garcia@example.com";"+1-2105524727";"Good";"FALSE";"HR";"New York"
"EMP1311";"Alice";"Davis";"";"Active";"2023-07-06";97512.51;"alice.davis@example.com";"+1-6333021259";"Good";"TRUE";"Sales";"Nevada"
"EMP1312";"Alice";"Brown";"35";"Inactive";"2024-05-28";86712.41;"alice.brown@example.com";"+1-6501917919";"Average";"TRUE";"DevOps";"Nevada"
"EMP1313";"Grace";"Davis";"30";"Active";"2024-03-25";87654.98;"grace.davis@example.com";"+1-2521310961";"Poor";"FALSE";"HR";"Florida"
"EMP1314";"David";"Williams";"35";"Inactive";"2020-04-28";89367.02;"david.williams@example.com";"+1-2728476569";"Poor";"FALSE";"DevOps";"New York"
"EMP1315";"Charlie";"Garcia";"40";"Active";"2021-11-07";95269.41;"charlie.garcia@example.com";"+1-4120092819";"Good";"TRUE";"Admin";"California"
"EMP1316";"Frank";"Williams";"25";"Active";"2020-04-15";68792.31;"frank.williams@example.com";"+1-6678498435";"Average";"FALSE";"Sales";"Nevada"
"EMP1317";"Alice";"Smith";"25";"Pending";"2023-10-07";89119.53;"alice.smith@example.com";"+1-2418623689";"Good";"TRUE";"Admin";"Illinois"
"EMP1318";"Frank";"Davis";"35";"Active";"2024-02-27";58212.13;"frank.davis@example.com";"+1-3628917755";"Good";"FALSE";"Cloud Tech";"New York"
"EMP1319";"Heidi";"Miller";"30";"Pending";"2021-02-22";77764.24;"heidi.miller@example.com";"+1-6205634110";"Good";"TRUE";"DevOps";"Illinois"
"EMP1320";"Frank";"Garcia";"35";"Pending";"2023-08-21";75148.17;"frank.garcia@example.com";"+1-5950342810";"Average";"FALSE";"Finance";"Florida"
"EMP1321";"Heidi";"Jones";"40";"Inactive";"2024-04-08";108781.18;"heidi.jones@example.com";"+1-3904383033";"Poor";"FALSE";"Cloud Tech";"Nevada"
"EMP1322";"Frank";"Brown";"35";"Pending";"2024-11-04";65489.19;"frank.brown@example.com";"+1-1990970050";"Average";"TRUE";"Finance";"Texas"
"EMP1323";"Eva";"Johnson";"";"Pending";"2022-05-05";70663.46;"eva.johnson@example.com";"+1-4054683564";"Excellent";"FALSE";"Sales";"Illinois"
"EMP1324";"David";"Miller";"40";"Inactive";"2023-02-01";95822.56;"david.miller@example.com";"+1-2156818208";"Average";"FALSE";"Sales";"New York"
"EMP1325";"Eva";"Miller";"40";"Pending";"2022-10-01";82258.03;"eva.miller@example.com";"+1-6790422710";"Average";"TRUE";"DevOps";"Nevada"
"EMP1326";"Frank";"Williams";"30";"Pending";"2022-09-27";62883.34;"frank.williams@example.com";"+1-3322889856";"Average";"FALSE";"Admin";"Nevada"
"EMP1327";"Alice";"Davis";"";"Pending";"2020-04-09";103503.72;"alice.davis@example.com";"+1-2545960632";"Average";"TRUE";"Cloud Tech";"Texas"
"EMP1328";"David";"Garcia";"25";"Active";"2021-03-23";85401.3;"david.garcia@example.com";"+1-9912971023";"Poor";"TRUE";"DevOps";"New York"
"EMP1329";"Heidi";"Garcia";"40";"Pending";"2023-02-03";0.0;"heidi.garcia@example.com";"+1-8171752420";"Excellent";"FALSE";"Cloud Tech";"Texas"
"EMP1330";"Eva";"Smith";"";"Pending";"2024-07-23";98850.14;"eva.smith@example.com";"+1-4955112746";"Poor";"FALSE";"HR";"Texas"
"EMP1331";"Charlie";"Smith";"25";"Active";"2021-05-08";63435.24;"charlie.smith@example.com";"+1-4721970545";"Poor";"FALSE";"Cloud Tech";"Illinois"
"EMP1332";"Frank";"Brown";"35";"Inactive";"2022-04-11";82129.84;"frank.brown@example.com";"+1-6927589550";"Average";"FALSE";"Finance";"Texas"
"EMP1333";"David";"Williams";"35";"Pending";"2024-10-23";95492.61;"david.williams@example.com";"+1-6874090379";"Good";"FALSE";"DevOps";"Texas"
"EMP1334";"Grace";"Miller";"40";"Inactive";"2020-04-24";94572.37;"grace.miller@example.com";"+1-2146296135";"Good";"FALSE";"Finance";"Illinois"
"EMP1335";"Bob";"Garcia";"40";"Inactive";"2023-03-04";118413.05;"bob.garcia@example.com";"+1-7157787111";"Poor";"FALSE";"Finance";"Nevada"
"EMP1336";"Alice";"Jones";"30";"Pending";"2022-08-31";68976.65;"alice.jones@example.com";"+1-1663651558";"Poor";"TRUE";"Admin";"Nevada"
"EMP1337";"Eva";"Williams";"";"Active";"2021-01-02";115013.65;"eva.williams@example.com";"+1-7371470826";"Average";"FALSE";"Sales";"Nevada"
"EMP1338";"David";"Brown";"";"Inactive";"2020-06-06";70949.38;"david.brown@example.com";"+1-2359096055";"Poor";"TRUE";"Admin";"Nevada"
"EMP1339";"Grace";"Brown";"";"Pending";"2020-10-13";105334.87;"grace.brown@example.com";"+1-7303064420";"Average";"FALSE";"HR";"Florida"
"EMP1340";"Bob";"Williams";"";"Active";"2020-07-19";80596.18;"bob.williams@example.com";"+1-2146147682";"Good";"FALSE";"DevOps";"California"
"EMP1341";"Frank";"Brown";"";"Inactive";"2024-05-03";72846.37;"frank.brown@example.com";"+1-4201654234";"Good";"TRUE";"Sales";"Illinois"
"EMP1342";"Heidi";"Williams";"40";"Pending";"2022-02-07";80229.36;"heidi.williams@example.com";"+1-6778265959";"Excellent";"FALSE";"Admin";"California"
"EMP1343";"Grace";"Johnson";"25";"Active";"2023-12-31";55145.47;"grace.johnson@example.com";"+1-8931992549";"Good";"FALSE";"Sales";"California"
"EMP1344";"Grace";"Williams";"30";"Inactive";"2022-01-08";0.0;"grace.williams@example.com";"+1-2727516479";"Poor";"TRUE";"DevOps";"Florida"
